key;nameKey;kingdom;phylum;order;family;genus;species;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;parent;parentKey;nubKey;scientificName;canonicalName;rank;status;synonym;higherClassificationMap;class
7900591;4444241;Plantae;Tracheophyta;Rosales;Moraceae;Ficus;Ficus louretana;6;7707728.0;220.0;691.0;6640.0;2984588.0;7900591.0;Ficus;2984588;;Ficus louretana Vasquez;Ficus louretana;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '691': 'Rosales', '6640': 'Moraceae', '2984588': 'Ficus'};Magnoliopsida
5339751;7179800;Plantae;Tracheophyta;Gentianales;Rubiaceae;Gynochthodes;Gynochthodes umbellata;6;7707728.0;220.0;412.0;8798.0;2900342.0;7533157.0;Gynochthodes;2900342;5339751.0;Morinda umbellata L.;Morinda umbellata;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2900342': 'Gynochthodes', '7533157': 'Gynochthodes umbellata'};Magnoliopsida
7882047;3535544;Plantae;Tracheophyta;Dilleniales;Dilleniaceae;Dillenia;Dillenia luzoniensis;6;7707728.0;220.0;947.0;2511.0;3083492.0;7882047.0;Dillenia;3083492;;Dillenia luzoniensis (Vidal) Martelli;Dillenia luzoniensis;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '947': 'Dilleniales', '2511': 'Dilleniaceae', '3083492': 'Dillenia'};Magnoliopsida
5302271;475012;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Alpinia;Alpinia roxburghii;6;7707728.0;196.0;627.0;4687.0;5301253.0;5302271.0;Alpinia;5301253;5302271.0;Alpinia roxburghii Sweet;Alpinia roxburghii;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '627': 'Zingiberales', '4687': 'Zingiberaceae', '5301253': 'Alpinia'};Liliopsida
7882047;3535544;Plantae;Tracheophyta;Dilleniales;Dilleniaceae;Dillenia;Dillenia luzoniensis;6;7707728.0;220.0;947.0;2511.0;3083492.0;7882047.0;Dillenia;3083492;;Dillenia luzoniensis (Vidal) Martelli;Dillenia luzoniensis;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '947': 'Dilleniales', '2511': 'Dilleniaceae', '3083492': 'Dillenia'};Magnoliopsida
2713455;3207342;Plantae;Tracheophyta;Poales;Cyperaceae;Cyperus;;6;7707728.0;196.0;1369.0;7708.0;2713455.0;;Cyperaceae;7708;2713455.0;Cyperus L.;Cyperus;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '1369': 'Poales', '7708': 'Cyperaceae'};Liliopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
2871283;8567388;Plantae;Tracheophyta;Alismatales;Araceae;Philodendron;Philodendron schottianum;6;7707728.0;196.0;551.0;6979.0;2861312.0;2871283.0;Philodendron;2861312;2871283.0;Philodendron schottianum H.Wendl. ex Schott;Philodendron schottianum;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '551': 'Alismatales', '6979': 'Araceae', '2861312': 'Philodendron'};Liliopsida
8365251;3443419;Plantae;Tracheophyta;Asparagales;Asphodelaceae;Dianella;Dianella ensifolia;6;7707728.0;196.0;1169.0;4259209.0;9435646.0;8365251.0;Dianella;9435646;;Dianella ensifolia (L.) Redouté;Dianella ensifolia;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '1169': 'Asparagales', '4259209': 'Asphodelaceae', '9435646': 'Dianella'};Liliopsida
2868774;5304998;Plantae;Tracheophyta;Alismatales;Araceae;Homalomena;Homalomena wallichii;6;7707728.0;196.0;551.0;6979.0;2868531.0;2868774.0;Homalomena;2868531;2868774.0;Homalomena wallichii Schott;Homalomena wallichii;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '551': 'Alismatales', '6979': 'Araceae', '2868531': 'Homalomena'};Liliopsida
7900591;4444241;Plantae;Tracheophyta;Rosales;Moraceae;Ficus;Ficus louretana;6;7707728.0;220.0;691.0;6640.0;2984588.0;7900591.0;Ficus;2984588;;Ficus louretana Vasquez;Ficus louretana;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '691': 'Rosales', '6640': 'Moraceae', '2984588': 'Ficus'};Magnoliopsida
3189557;4598613;Plantae;Tracheophyta;Malpighiales;Clusiaceae;Garcinia;Garcinia lateriflora;6;7707728.0;220.0;1414.0;6646.0;3189556.0;3189557.0;Garcinia;3189556;3189557.0;Garcinia lateriflora Blume;Garcinia lateriflora;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1414': 'Malpighiales', '6646': 'Clusiaceae', '3189556': 'Garcinia'};Magnoliopsida
5330330;9146735;Plantae;Tracheophyta;Alismatales;Araceae;Pothos;Pothos longipes;6;7707728.0;196.0;551.0;6979.0;2868876.0;5330330.0;Pothos;2868876;5330330.0;Pothos longipes Schott;Pothos longipes;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '551': 'Alismatales', '6979': 'Araceae', '2868876': 'Pothos'};Liliopsida
5302271;475012;Plantae;Tracheophyta;Zingiberales;Zingiberaceae;Alpinia;Alpinia roxburghii;6;7707728.0;196.0;627.0;4687.0;5301253.0;5302271.0;Alpinia;5301253;5302271.0;Alpinia roxburghii Sweet;Alpinia roxburghii;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '627': 'Zingiberales', '4687': 'Zingiberaceae', '5301253': 'Alpinia'};Liliopsida
2815201;4083825;Plantae;Tracheophyta;Asparagales;Orchidaceae;Pinalia;Pinalia obesa;6;7707728.0;196.0;1169.0;7689.0;7957746.0;5314054.0;Pinalia;7957746;2815201.0;Eria lindleyana Griff.;Eria lindleyana;SPECIES;SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '1169': 'Asparagales', '7689': 'Orchidaceae', '7957746': 'Pinalia', '5314054': 'Pinalia obesa'};Liliopsida
8300447;1851590;Plantae;Tracheophyta;Malpighiales;Calophyllaceae;Calophyllum;Calophyllum leleanii;6;7707728.0;220.0;1414.0;4907584.0;3189443.0;8300447.0;Calophyllum;3189443;;Calophyllum leleanii P.F.Stevens;Calophyllum leleanii;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1414': 'Malpighiales', '4907584': 'Calophyllaceae', '3189443': 'Calophyllum'};Magnoliopsida
4031747;3855559;Plantae;Tracheophyta;Oxalidales;Elaeocarpaceae;Elaeocarpus;Elaeocarpus amboinensis;6;7707728.0;220.0;7224021.0;2435.0;3152094.0;4031747.0;Elaeocarpus;3152094;4031747.0;Elaeocarpus amboinensis Merr.;Elaeocarpus amboinensis;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '7224021': 'Oxalidales', '2435': 'Elaeocarpaceae', '3152094': 'Elaeocarpus'};Magnoliopsida
5383464;860021;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Aporosa;Aporosa lucida;6;7707728.0;220.0;1414.0;8807.0;3075057.0;5383464.0;Aporosa;3075057;5383464.0;Aporosa lucida (Miq.) Airy Shaw;Aporosa lucida;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1414': 'Malpighiales', '8807': 'Phyllanthaceae', '3075057': 'Aporosa'};Magnoliopsida
5383464;860021;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Aporosa;Aporosa lucida;6;7707728.0;220.0;1414.0;8807.0;3075057.0;5383464.0;Aporosa;3075057;5383464.0;Aporosa lucida (Miq.) Airy Shaw;Aporosa lucida;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1414': 'Malpighiales', '8807': 'Phyllanthaceae', '3075057': 'Aporosa'};Magnoliopsida
3076269;1652760;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Bridelia;Bridelia glauca;6;7707728.0;220.0;1414.0;8807.0;7729911.0;3076269.0;Bridelia;7729911;3076269.0;Bridelia glauca Blume;Bridelia glauca;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1414': 'Malpighiales', '8807': 'Phyllanthaceae', '7729911': 'Bridelia'};Magnoliopsida
2783267;176262;Plantae;Tracheophyta;Asparagales;Orchidaceae;Acriopsis;;6;7707728.0;196.0;1169.0;7689.0;2783267.0;;Orchidaceae;7689;2783267.0;Acriopsis Reinw. ex Blume;Acriopsis;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '1169': 'Asparagales', '7689': 'Orchidaceae'};Liliopsida
5572164;4440033;Plantae;Tracheophyta;Rosales;Moraceae;Ficus;Ficus annulata;6;7707728.0;220.0;691.0;6640.0;2984588.0;5572164.0;Ficus;2984588;5572164.0;Ficus annulata Blume;Ficus annulata;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '691': 'Rosales', '6640': 'Moraceae', '2984588': 'Ficus'};Magnoliopsida
2807779;6640895;Plantae;Tracheophyta;Asparagales;Orchidaceae;Malaxis;;6;7707728.0;196.0;1169.0;7689.0;2807779.0;;Orchidaceae;7689;2807779.0;Malaxis Sol. ex Sw.;Malaxis;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '1169': 'Asparagales', '7689': 'Orchidaceae'};Liliopsida
5558872;929037;Plantae;Tracheophyta;Ericales;Primulaceae;Ardisia;Ardisia polysticta;6;7707728.0;220.0;1353.0;6674.0;3169458.0;7331082.0;Ardisia polysticta;7331082;5558872.0;Ardisia virens Kurz;Ardisia virens;SPECIES;SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1353': 'Ericales', '6674': 'Primulaceae', '3169458': 'Ardisia', '7331082': 'Ardisia polysticta'};Magnoliopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
7148550;5350139;Plantae;Tracheophyta;Polypodiales;Davalliaceae;Davallia;;6;7707728.0;7228684.0;392.0;3229325.0;7148551.0;;Davalliaceae;3229325;7148550.0;Humata Cav.;Humata;GENUS;SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '7228684': 'Polypodiopsida', '392': 'Polypodiales', '3229325': 'Davalliaceae', '7148551': 'Davallia'};Polypodiopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
5331087;958656;Plantae;Tracheophyta;Alismatales;Araceae;Ariopsis;Ariopsis peltata;6;7707728.0;196.0;551.0;6979.0;2873684.0;5331087.0;Ariopsis;2873684;5331087.0;Ariopsis peltata Nimmo;Ariopsis peltata;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '551': 'Alismatales', '6979': 'Araceae', '2873684': 'Ariopsis'};Liliopsida
3169458;926092;Plantae;Tracheophyta;Ericales;Primulaceae;Ardisia;;6;7707728.0;220.0;1353.0;6674.0;3169458.0;;Primulaceae;6674;3169458.0;Ardisia Sw.;Ardisia;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1353': 'Ericales', '6674': 'Primulaceae'};Magnoliopsida
3169458;926092;Plantae;Tracheophyta;Ericales;Primulaceae;Ardisia;;6;7707728.0;220.0;1353.0;6674.0;3169458.0;;Primulaceae;6674;3169458.0;Ardisia Sw.;Ardisia;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1353': 'Ericales', '6674': 'Primulaceae'};Magnoliopsida
2335959;6371574;Animalia;Chordata;Scorpaeniformes;Liparidae;Liparis;;1;44.0;;590.0;8627.0;2335959.0;;Liparidae;8627;2335959.0;Liparis Scopoli, 1777;Liparis;GENUS;ACCEPTED;False;{'1': 'Animalia', '44': 'Chordata', '590': 'Scorpaeniformes', '8627': 'Liparidae'};
7148550;5350139;Plantae;Tracheophyta;Polypodiales;Davalliaceae;Davallia;;6;7707728.0;7228684.0;392.0;3229325.0;7148551.0;;Davalliaceae;3229325;7148550.0;Humata Cav.;Humata;GENUS;SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '7228684': 'Polypodiopsida', '392': 'Polypodiales', '3229325': 'Davalliaceae', '7148551': 'Davallia'};Polypodiopsida
7728392;5178561;Plantae;Tracheophyta;Polypodiales;Tectariaceae;Tectaria;Tectaria ceramensis;6;7707728.0;7228684.0;392.0;3229460.0;2651193.0;8287252.0;Tectaria;2651193;;Heterogonium ceramense Holttum;Heterogonium ceramense;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '7228684': 'Polypodiopsida', '392': 'Polypodiales', '3229460': 'Tectariaceae', '2651193': 'Tectaria', '8287252': 'Tectaria ceramensis'};Polypodiopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
5383498;859808;Plantae;Tracheophyta;Malpighiales;Phyllanthaceae;Aporosa;Aporosa falcifera;6;7707728.0;220.0;1414.0;8807.0;3075057.0;5383498.0;Aporosa;3075057;5383498.0;Aporosa falcifera Hook.f.;Aporosa falcifera;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1414': 'Malpighiales', '8807': 'Phyllanthaceae', '3075057': 'Aporosa'};Magnoliopsida
7264489;5868305;Plantae;Tracheophyta;Laurales;Monimiaceae;Kibara;;6;7707728.0;220.0;407.0;2494.0;7264489.0;;Monimiaceae;2494;7264489.0;Kibara Endl.;Kibara;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '407': 'Laurales', '2494': 'Monimiaceae'};Magnoliopsida
3033976;6413413;Plantae;Tracheophyta;Laurales;Lauraceae;Litsea;;6;7707728.0;220.0;407.0;6688.0;3033976.0;;Lauraceae;6688;3033976.0;Litsea Lam.;Litsea;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '407': 'Laurales', '6688': 'Lauraceae'};Magnoliopsida
9393374;8898341;Plantae;Tracheophyta;Ericales;Sapotaceae;Pleioluma;Pleioluma moluccana;6;7707728.0;220.0;1353.0;8802.0;9462488.0;9393374.0;Pleioluma;9462488;;Pleioluma moluccana (Burck) Swenson;Pleioluma moluccana;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1353': 'Ericales', '8802': 'Sapotaceae', '9462488': 'Pleioluma'};Magnoliopsida
5607664;4752132;Plantae;Tracheophyta;Lamiales;Lamiaceae;Gmelina;Gmelina lepidota;6;7707728.0;220.0;408.0;2497.0;2925650.0;5607664.0;Gmelina;2925650;5607664.0;Gmelina lepidota Scheff.;Gmelina lepidota;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '408': 'Lamiales', '2497': 'Lamiaceae', '2925650': 'Gmelina'};Magnoliopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
2893174;1954208;Plantae;Tracheophyta;Gentianales;Rubiaceae;Psydrax;Psydrax lamprophyllus;6;7707728.0;220.0;412.0;8798.0;2893034.0;2893171.0;Psydrax;2893034;2893174.0;Canthium lamprophyllum F.Muell.;Canthium lamprophyllum;SPECIES;HOMOTYPIC_SYNONYM;True;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '412': 'Gentianales', '8798': 'Rubiaceae', '2893034': 'Psydrax', '2893171': 'Psydrax lamprophyllus'};Magnoliopsida
5293576;1788280;Plantae;Tracheophyta;Arecales;Arecaceae;Calamus;Calamus lewisianus;6;7707728.0;196.0;552.0;7681.0;8494406.0;5293576.0;Calamus;8494406;5293576.0;Calamus lewisianus Griff.;Calamus lewisianus;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '552': 'Arecales', '7681': 'Arecaceae', '8494406': 'Calamus'};Liliopsida
5330330;9146735;Plantae;Tracheophyta;Alismatales;Araceae;Pothos;Pothos longipes;6;7707728.0;196.0;551.0;6979.0;2868876.0;5330330.0;Pothos;2868876;5330330.0;Pothos longipes Schott;Pothos longipes;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '551': 'Alismatales', '6979': 'Araceae', '2868876': 'Pothos'};Liliopsida
2868774;5304998;Plantae;Tracheophyta;Alismatales;Araceae;Homalomena;Homalomena wallichii;6;7707728.0;196.0;551.0;6979.0;2868531.0;2868774.0;Homalomena;2868531;2868774.0;Homalomena wallichii Schott;Homalomena wallichii;SPECIES;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '196': 'Liliopsida', '551': 'Alismatales', '6979': 'Araceae', '2868531': 'Homalomena'};Liliopsida
8161940;17444378;Plantae;Bryophyta;Dicranales;Ditrichaceae;Ditrichum;Ditrichum difficile;6;35.0;327.0;1335.0;8743.0;2675742.0;5282321.0;Ditrichum;2675742;;Leptotrichum boryanum Müll.Hal.;Leptotrichum boryanum;SPECIES;SYNONYM;True;{'6': 'Plantae', '35': 'Bryophyta', '327': 'Bryopsida', '1335': 'Dicranales', '8743': 'Ditrichaceae', '2675742': 'Ditrichum', '5282321': 'Ditrichum difficile'};Bryopsida
3169458;926092;Plantae;Tracheophyta;Ericales;Primulaceae;Ardisia;;6;7707728.0;220.0;1353.0;6674.0;3169458.0;;Primulaceae;6674;3169458.0;Ardisia Sw.;Ardisia;GENUS;ACCEPTED;False;{'6': 'Plantae', '7707728': 'Tracheophyta', '220': 'Magnoliopsida', '1353': 'Ericales', '6674': 'Primulaceae'};Magnoliopsida
